clean_file,noisy_file
spectrograms/clean/p230_310.npy,spectrograms/noisy/p230_310.npy
spectrograms/clean/p233_300.npy,spectrograms/noisy/p233_300.npy
spectrograms/clean/p283_056.npy,spectrograms/noisy/p283_056.npy
spectrograms/clean/p233_019.npy,spectrograms/noisy/p233_019.npy
spectrograms/clean/p251_360.npy,spectrograms/noisy/p251_360.npy
spectrograms/clean/p279_381.npy,spectrograms/noisy/p279_381.npy
spectrograms/clean/p265_328.npy,spectrograms/noisy/p265_328.npy
spectrograms/clean/p276_189.npy,spectrograms/noisy/p276_189.npy
spectrograms/clean/p307_027.npy,spectrograms/noisy/p307_027.npy
spectrograms/clean/p245_307.npy,spectrograms/noisy/p245_307.npy
spectrograms/clean/p267_196.npy,spectrograms/noisy/p267_196.npy
spectrograms/clean/p268_234.npy,spectrograms/noisy/p268_234.npy
spectrograms/clean/p266_323.npy,spectrograms/noisy/p266_323.npy
spectrograms/clean/p336_216.npy,spectrograms/noisy/p336_216.npy
spectrograms/clean/p268_369.npy,spectrograms/noisy/p268_369.npy
spectrograms/clean/p347_193.npy,spectrograms/noisy/p347_193.npy
spectrograms/clean/p308_393.npy,spectrograms/noisy/p308_393.npy
spectrograms/clean/p323_022.npy,spectrograms/noisy/p323_022.npy
spectrograms/clean/p277_245.npy,spectrograms/noisy/p277_245.npy
spectrograms/clean/p226_127.npy,spectrograms/noisy/p226_127.npy
spectrograms/clean/p292_043.npy,spectrograms/noisy/p292_043.npy
spectrograms/clean/p364_261.npy,spectrograms/noisy/p364_261.npy
spectrograms/clean/p295_253.npy,spectrograms/noisy/p295_253.npy
spectrograms/clean/p303_145.npy,spectrograms/noisy/p303_145.npy
spectrograms/clean/p245_091.npy,spectrograms/noisy/p245_091.npy
spectrograms/clean/p295_022.npy,spectrograms/noisy/p295_022.npy
spectrograms/clean/p269_128.npy,spectrograms/noisy/p269_128.npy
spectrograms/clean/p244_170.npy,spectrograms/noisy/p244_170.npy
spectrograms/clean/p316_190.npy,spectrograms/noisy/p316_190.npy
spectrograms/clean/p286_180.npy,spectrograms/noisy/p286_180.npy
spectrograms/clean/p251_107.npy,spectrograms/noisy/p251_107.npy
spectrograms/clean/p267_292.npy,spectrograms/noisy/p267_292.npy
spectrograms/clean/p299_230.npy,spectrograms/noisy/p299_230.npy
spectrograms/clean/p268_117.npy,spectrograms/noisy/p268_117.npy
spectrograms/clean/p316_146.npy,spectrograms/noisy/p316_146.npy
spectrograms/clean/p335_012.npy,spectrograms/noisy/p335_012.npy
spectrograms/clean/p302_205.npy,spectrograms/noisy/p302_205.npy
spectrograms/clean/p345_228.npy,spectrograms/noisy/p345_228.npy
spectrograms/clean/p276_408.npy,spectrograms/noisy/p276_408.npy
spectrograms/clean/p314_262.npy,spectrograms/noisy/p314_262.npy
spectrograms/clean/p316_279.npy,spectrograms/noisy/p316_279.npy
spectrograms/clean/p234_084.npy,spectrograms/noisy/p234_084.npy
spectrograms/clean/p239_347.npy,spectrograms/noisy/p239_347.npy
spectrograms/clean/p273_166.npy,spectrograms/noisy/p273_166.npy
spectrograms/clean/p363_152.npy,spectrograms/noisy/p363_152.npy
spectrograms/clean/p273_177.npy,spectrograms/noisy/p273_177.npy
spectrograms/clean/p246_009.npy,spectrograms/noisy/p246_009.npy
spectrograms/clean/p298_072.npy,spectrograms/noisy/p298_072.npy
spectrograms/clean/p250_108.npy,spectrograms/noisy/p250_108.npy
spectrograms/clean/p333_175.npy,spectrograms/noisy/p333_175.npy
spectrograms/clean/p276_196.npy,spectrograms/noisy/p276_196.npy
spectrograms/clean/p308_299.npy,spectrograms/noisy/p308_299.npy
spectrograms/clean/p298_114.npy,spectrograms/noisy/p298_114.npy
spectrograms/clean/p374_402.npy,spectrograms/noisy/p374_402.npy
spectrograms/clean/p239_089.npy,spectrograms/noisy/p239_089.npy
spectrograms/clean/p374_259.npy,spectrograms/noisy/p374_259.npy
spectrograms/clean/p292_375.npy,spectrograms/noisy/p292_375.npy
spectrograms/clean/p307_146.npy,spectrograms/noisy/p307_146.npy
spectrograms/clean/p278_348.npy,spectrograms/noisy/p278_348.npy
spectrograms/clean/p250_055.npy,spectrograms/noisy/p250_055.npy
spectrograms/clean/p299_312.npy,spectrograms/noisy/p299_312.npy
spectrograms/clean/p323_421.npy,spectrograms/noisy/p323_421.npy
spectrograms/clean/p266_006.npy,spectrograms/noisy/p266_006.npy
spectrograms/clean/p326_266.npy,spectrograms/noisy/p326_266.npy
spectrograms/clean/p333_190.npy,spectrograms/noisy/p333_190.npy
spectrograms/clean/p304_334.npy,spectrograms/noisy/p304_334.npy
spectrograms/clean/p270_051.npy,spectrograms/noisy/p270_051.npy
spectrograms/clean/p287_219.npy,spectrograms/noisy/p287_219.npy
spectrograms/clean/p226_352.npy,spectrograms/noisy/p226_352.npy
spectrograms/clean/p306_123.npy,spectrograms/noisy/p306_123.npy
spectrograms/clean/p269_084.npy,spectrograms/noisy/p269_084.npy
spectrograms/clean/p343_087.npy,spectrograms/noisy/p343_087.npy
spectrograms/clean/p279_368.npy,spectrograms/noisy/p279_368.npy
spectrograms/clean/p361_023.npy,spectrograms/noisy/p361_023.npy
spectrograms/clean/p274_335.npy,spectrograms/noisy/p274_335.npy
spectrograms/clean/p278_031.npy,spectrograms/noisy/p278_031.npy
spectrograms/clean/p313_201.npy,spectrograms/noisy/p313_201.npy
spectrograms/clean/p360_336.npy,spectrograms/noisy/p360_336.npy
spectrograms/clean/p249_137.npy,spectrograms/noisy/p249_137.npy
spectrograms/clean/p307_194.npy,spectrograms/noisy/p307_194.npy
spectrograms/clean/p286_330.npy,spectrograms/noisy/p286_330.npy
spectrograms/clean/p313_064.npy,spectrograms/noisy/p313_064.npy
spectrograms/clean/p273_144.npy,spectrograms/noisy/p273_144.npy
spectrograms/clean/p244_162.npy,spectrograms/noisy/p244_162.npy
spectrograms/clean/p271_037.npy,spectrograms/noisy/p271_037.npy
spectrograms/clean/p265_132.npy,spectrograms/noisy/p265_132.npy
spectrograms/clean/p299_399.npy,spectrograms/noisy/p299_399.npy
spectrograms/clean/p246_146.npy,spectrograms/noisy/p246_146.npy
spectrograms/clean/p323_168.npy,spectrograms/noisy/p323_168.npy
spectrograms/clean/p275_368.npy,spectrograms/noisy/p275_368.npy
spectrograms/clean/p293_072.npy,spectrograms/noisy/p293_072.npy
spectrograms/clean/p247_024.npy,spectrograms/noisy/p247_024.npy
spectrograms/clean/p323_286.npy,spectrograms/noisy/p323_286.npy
spectrograms/clean/p266_065.npy,spectrograms/noisy/p266_065.npy
spectrograms/clean/p295_229.npy,spectrograms/noisy/p295_229.npy
spectrograms/clean/p334_043.npy,spectrograms/noisy/p334_043.npy
spectrograms/clean/p269_158.npy,spectrograms/noisy/p269_158.npy
spectrograms/clean/p308_336.npy,spectrograms/noisy/p308_336.npy
spectrograms/clean/p243_171.npy,spectrograms/noisy/p243_171.npy
spectrograms/clean/p256_004.npy,spectrograms/noisy/p256_004.npy
spectrograms/clean/p243_255.npy,spectrograms/noisy/p243_255.npy
spectrograms/clean/p302_241.npy,spectrograms/noisy/p302_241.npy
spectrograms/clean/p228_306.npy,spectrograms/noisy/p228_306.npy
spectrograms/clean/p241_221.npy,spectrograms/noisy/p241_221.npy
spectrograms/clean/p250_268.npy,spectrograms/noisy/p250_268.npy
spectrograms/clean/p244_020.npy,spectrograms/noisy/p244_020.npy
spectrograms/clean/p323_080.npy,spectrograms/noisy/p323_080.npy
spectrograms/clean/p333_309.npy,spectrograms/noisy/p333_309.npy
spectrograms/clean/p374_154.npy,spectrograms/noisy/p374_154.npy
spectrograms/clean/p239_064.npy,spectrograms/noisy/p239_064.npy
spectrograms/clean/p256_255.npy,spectrograms/noisy/p256_255.npy
spectrograms/clean/p278_387.npy,spectrograms/noisy/p278_387.npy
spectrograms/clean/p284_219.npy,spectrograms/noisy/p284_219.npy
spectrograms/clean/p298_043.npy,spectrograms/noisy/p298_043.npy
spectrograms/clean/p285_057.npy,spectrograms/noisy/p285_057.npy
spectrograms/clean/p333_139.npy,spectrograms/noisy/p333_139.npy
spectrograms/clean/p279_359.npy,spectrograms/noisy/p279_359.npy
spectrograms/clean/p341_203.npy,spectrograms/noisy/p341_203.npy
spectrograms/clean/p255_224.npy,spectrograms/noisy/p255_224.npy
spectrograms/clean/p268_024.npy,spectrograms/noisy/p268_024.npy
spectrograms/clean/p263_065.npy,spectrograms/noisy/p263_065.npy
spectrograms/clean/p254_153.npy,spectrograms/noisy/p254_153.npy
spectrograms/clean/p271_436.npy,spectrograms/noisy/p271_436.npy
spectrograms/clean/p230_089.npy,spectrograms/noisy/p230_089.npy
spectrograms/clean/p281_265.npy,spectrograms/noisy/p281_265.npy
spectrograms/clean/p341_241.npy,spectrograms/noisy/p341_241.npy
spectrograms/clean/p248_368.npy,spectrograms/noisy/p248_368.npy
spectrograms/clean/p313_188.npy,spectrograms/noisy/p313_188.npy
spectrograms/clean/p260_059.npy,spectrograms/noisy/p260_059.npy
spectrograms/clean/p248_171.npy,spectrograms/noisy/p248_171.npy
spectrograms/clean/p255_018.npy,spectrograms/noisy/p255_018.npy
spectrograms/clean/p244_001.npy,spectrograms/noisy/p244_001.npy
spectrograms/clean/p275_391.npy,spectrograms/noisy/p275_391.npy
spectrograms/clean/p275_208.npy,spectrograms/noisy/p275_208.npy
spectrograms/clean/p227_314.npy,spectrograms/noisy/p227_314.npy
spectrograms/clean/p303_233.npy,spectrograms/noisy/p303_233.npy
spectrograms/clean/p269_248.npy,spectrograms/noisy/p269_248.npy
spectrograms/clean/p271_137.npy,spectrograms/noisy/p271_137.npy
spectrograms/clean/p363_132.npy,spectrograms/noisy/p363_132.npy
spectrograms/clean/p241_282.npy,spectrograms/noisy/p241_282.npy
spectrograms/clean/p277_207.npy,spectrograms/noisy/p277_207.npy
spectrograms/clean/p308_295.npy,spectrograms/noisy/p308_295.npy
spectrograms/clean/p230_023.npy,spectrograms/noisy/p230_023.npy
spectrograms/clean/p237_309.npy,spectrograms/noisy/p237_309.npy
spectrograms/clean/p250_005.npy,spectrograms/noisy/p250_005.npy
spectrograms/clean/p228_260.npy,spectrograms/noisy/p228_260.npy
spectrograms/clean/p250_166.npy,spectrograms/noisy/p250_166.npy
spectrograms/clean/p268_040.npy,spectrograms/noisy/p268_040.npy
spectrograms/clean/p228_210.npy,spectrograms/noisy/p228_210.npy
spectrograms/clean/p341_122.npy,spectrograms/noisy/p341_122.npy
spectrograms/clean/p256_005.npy,spectrograms/noisy/p256_005.npy
spectrograms/clean/p239_113.npy,spectrograms/noisy/p239_113.npy
spectrograms/clean/p283_058.npy,spectrograms/noisy/p283_058.npy
spectrograms/clean/p278_347.npy,spectrograms/noisy/p278_347.npy
spectrograms/clean/p345_126.npy,spectrograms/noisy/p345_126.npy
spectrograms/clean/p343_069.npy,spectrograms/noisy/p343_069.npy
spectrograms/clean/p267_204.npy,spectrograms/noisy/p267_204.npy
spectrograms/clean/p343_397.npy,spectrograms/noisy/p343_397.npy
spectrograms/clean/p247_019.npy,spectrograms/noisy/p247_019.npy
spectrograms/clean/p310_305.npy,spectrograms/noisy/p310_305.npy
spectrograms/clean/p307_137.npy,spectrograms/noisy/p307_137.npy
spectrograms/clean/p255_235.npy,spectrograms/noisy/p255_235.npy
spectrograms/clean/p260_077.npy,spectrograms/noisy/p260_077.npy
spectrograms/clean/p271_391.npy,spectrograms/noisy/p271_391.npy
spectrograms/clean/p256_244.npy,spectrograms/noisy/p256_244.npy
spectrograms/clean/p279_120.npy,spectrograms/noisy/p279_120.npy
spectrograms/clean/p281_223.npy,spectrograms/noisy/p281_223.npy
spectrograms/clean/p310_128.npy,spectrograms/noisy/p310_128.npy
spectrograms/clean/p255_081.npy,spectrograms/noisy/p255_081.npy
spectrograms/clean/p312_096.npy,spectrograms/noisy/p312_096.npy
spectrograms/clean/p336_250.npy,spectrograms/noisy/p336_250.npy
spectrograms/clean/p249_046.npy,spectrograms/noisy/p249_046.npy
spectrograms/clean/p343_155.npy,spectrograms/noisy/p343_155.npy
spectrograms/clean/p273_229.npy,spectrograms/noisy/p273_229.npy
spectrograms/clean/p260_209.npy,spectrograms/noisy/p260_209.npy
spectrograms/clean/p347_019.npy,spectrograms/noisy/p347_019.npy
spectrograms/clean/p339_330.npy,spectrograms/noisy/p339_330.npy
spectrograms/clean/p293_093.npy,spectrograms/noisy/p293_093.npy
spectrograms/clean/p281_009.npy,spectrograms/noisy/p281_009.npy
spectrograms/clean/p228_171.npy,spectrograms/noisy/p228_171.npy
spectrograms/clean/p286_325.npy,spectrograms/noisy/p286_325.npy
spectrograms/clean/p274_054.npy,spectrograms/noisy/p274_054.npy
spectrograms/clean/p323_208.npy,spectrograms/noisy/p323_208.npy
spectrograms/clean/p268_255.npy,spectrograms/noisy/p268_255.npy
spectrograms/clean/p274_145.npy,spectrograms/noisy/p274_145.npy
spectrograms/clean/p299_364.npy,spectrograms/noisy/p299_364.npy
spectrograms/clean/p274_228.npy,spectrograms/noisy/p274_228.npy
spectrograms/clean/p272_304.npy,spectrograms/noisy/p272_304.npy
spectrograms/clean/p263_399.npy,spectrograms/noisy/p263_399.npy
spectrograms/clean/p243_070.npy,spectrograms/noisy/p243_070.npy
spectrograms/clean/p351_291.npy,spectrograms/noisy/p351_291.npy
spectrograms/clean/p266_350.npy,spectrograms/noisy/p266_350.npy
spectrograms/clean/p307_352.npy,spectrograms/noisy/p307_352.npy
spectrograms/clean/p269_385.npy,spectrograms/noisy/p269_385.npy
spectrograms/clean/p336_261.npy,spectrograms/noisy/p336_261.npy
spectrograms/clean/p250_320.npy,spectrograms/noisy/p250_320.npy
spectrograms/clean/p250_344.npy,spectrograms/noisy/p250_344.npy
spectrograms/clean/p313_145.npy,spectrograms/noisy/p313_145.npy
spectrograms/clean/p237_168.npy,spectrograms/noisy/p237_168.npy
spectrograms/clean/p284_138.npy,spectrograms/noisy/p284_138.npy
spectrograms/clean/p265_137.npy,spectrograms/noisy/p265_137.npy
spectrograms/clean/p295_412.npy,spectrograms/noisy/p295_412.npy
spectrograms/clean/p241_238.npy,spectrograms/noisy/p241_238.npy
spectrograms/clean/p284_118.npy,spectrograms/noisy/p284_118.npy
spectrograms/clean/p266_301.npy,spectrograms/noisy/p266_301.npy
spectrograms/clean/p243_284.npy,spectrograms/noisy/p243_284.npy
spectrograms/clean/p283_454.npy,spectrograms/noisy/p283_454.npy
spectrograms/clean/p347_097.npy,spectrograms/noisy/p347_097.npy
spectrograms/clean/p364_130.npy,spectrograms/noisy/p364_130.npy
spectrograms/clean/p244_307.npy,spectrograms/noisy/p244_307.npy
spectrograms/clean/p274_200.npy,spectrograms/noisy/p274_200.npy
spectrograms/clean/p361_210.npy,spectrograms/noisy/p361_210.npy
spectrograms/clean/p334_223.npy,spectrograms/noisy/p334_223.npy
spectrograms/clean/p351_365.npy,spectrograms/noisy/p351_365.npy
spectrograms/clean/p301_020.npy,spectrograms/noisy/p301_020.npy
spectrograms/clean/p276_139.npy,spectrograms/noisy/p276_139.npy
spectrograms/clean/p245_285.npy,spectrograms/noisy/p245_285.npy
spectrograms/clean/p326_131.npy,spectrograms/noisy/p326_131.npy
spectrograms/clean/p266_043.npy,spectrograms/noisy/p266_043.npy
spectrograms/clean/p264_033.npy,spectrograms/noisy/p264_033.npy
spectrograms/clean/p282_234.npy,spectrograms/noisy/p282_234.npy
spectrograms/clean/p333_346.npy,spectrograms/noisy/p333_346.npy
spectrograms/clean/p231_224.npy,spectrograms/noisy/p231_224.npy
spectrograms/clean/p285_253.npy,spectrograms/noisy/p285_253.npy
spectrograms/clean/p293_098.npy,spectrograms/noisy/p293_098.npy
spectrograms/clean/p316_375.npy,spectrograms/noisy/p316_375.npy
spectrograms/clean/p243_243.npy,spectrograms/noisy/p243_243.npy
spectrograms/clean/p254_242.npy,spectrograms/noisy/p254_242.npy
spectrograms/clean/p307_240.npy,spectrograms/noisy/p307_240.npy
spectrograms/clean/p241_035.npy,spectrograms/noisy/p241_035.npy
spectrograms/clean/p254_336.npy,spectrograms/noisy/p254_336.npy
spectrograms/clean/p363_415.npy,spectrograms/noisy/p363_415.npy
spectrograms/clean/p347_419.npy,spectrograms/noisy/p347_419.npy
spectrograms/clean/p298_113.npy,spectrograms/noisy/p298_113.npy
spectrograms/clean/p267_140.npy,spectrograms/noisy/p267_140.npy
spectrograms/clean/p258_144.npy,spectrograms/noisy/p258_144.npy
spectrograms/clean/p268_378.npy,spectrograms/noisy/p268_378.npy
spectrograms/clean/p339_327.npy,spectrograms/noisy/p339_327.npy
spectrograms/clean/p333_087.npy,spectrograms/noisy/p333_087.npy
spectrograms/clean/p263_425.npy,spectrograms/noisy/p263_425.npy
spectrograms/clean/p256_308.npy,spectrograms/noisy/p256_308.npy
spectrograms/clean/p347_333.npy,spectrograms/noisy/p347_333.npy
spectrograms/clean/p343_253.npy,spectrograms/noisy/p343_253.npy
spectrograms/clean/p275_336.npy,spectrograms/noisy/p275_336.npy
spectrograms/clean/p307_321.npy,spectrograms/noisy/p307_321.npy
spectrograms/clean/p259_237.npy,spectrograms/noisy/p259_237.npy
spectrograms/clean/p308_048.npy,spectrograms/noisy/p308_048.npy
spectrograms/clean/p374_110.npy,spectrograms/noisy/p374_110.npy
spectrograms/clean/p341_401.npy,spectrograms/noisy/p341_401.npy
spectrograms/clean/p250_407.npy,spectrograms/noisy/p250_407.npy
spectrograms/clean/p299_171.npy,spectrograms/noisy/p299_171.npy
spectrograms/clean/p226_329.npy,spectrograms/noisy/p226_329.npy
spectrograms/clean/p308_017.npy,spectrograms/noisy/p308_017.npy
spectrograms/clean/p360_211.npy,spectrograms/noisy/p360_211.npy
spectrograms/clean/p273_248.npy,spectrograms/noisy/p273_248.npy
spectrograms/clean/p282_299.npy,spectrograms/noisy/p282_299.npy
spectrograms/clean/p310_086.npy,spectrograms/noisy/p310_086.npy
spectrograms/clean/p277_249.npy,spectrograms/noisy/p277_249.npy
spectrograms/clean/p360_179.npy,spectrograms/noisy/p360_179.npy
spectrograms/clean/p246_282.npy,spectrograms/noisy/p246_282.npy
spectrograms/clean/p374_175.npy,spectrograms/noisy/p374_175.npy
spectrograms/clean/p336_126.npy,spectrograms/noisy/p336_126.npy
spectrograms/clean/p246_042.npy,spectrograms/noisy/p246_042.npy
spectrograms/clean/p293_259.npy,spectrograms/noisy/p293_259.npy
spectrograms/clean/p266_399.npy,spectrograms/noisy/p266_399.npy
spectrograms/clean/p302_303.npy,spectrograms/noisy/p302_303.npy
spectrograms/clean/p374_206.npy,spectrograms/noisy/p374_206.npy
spectrograms/clean/p310_297.npy,spectrograms/noisy/p310_297.npy
spectrograms/clean/p283_183.npy,spectrograms/noisy/p283_183.npy
spectrograms/clean/p284_012.npy,spectrograms/noisy/p284_012.npy
spectrograms/clean/p279_343.npy,spectrograms/noisy/p279_343.npy
spectrograms/clean/p237_013.npy,spectrograms/noisy/p237_013.npy
spectrograms/clean/p255_380.npy,spectrograms/noisy/p255_380.npy
spectrograms/clean/p259_037.npy,spectrograms/noisy/p259_037.npy
spectrograms/clean/p272_345.npy,spectrograms/noisy/p272_345.npy
spectrograms/clean/p374_272.npy,spectrograms/noisy/p374_272.npy
spectrograms/clean/p310_186.npy,spectrograms/noisy/p310_186.npy
spectrograms/clean/p310_111.npy,spectrograms/noisy/p310_111.npy
spectrograms/clean/p239_273.npy,spectrograms/noisy/p239_273.npy
spectrograms/clean/p347_186.npy,spectrograms/noisy/p347_186.npy
spectrograms/clean/p292_290.npy,spectrograms/noisy/p292_290.npy
spectrograms/clean/p335_293.npy,spectrograms/noisy/p335_293.npy
spectrograms/clean/p247_203.npy,spectrograms/noisy/p247_203.npy
spectrograms/clean/p364_117.npy,spectrograms/noisy/p364_117.npy
spectrograms/clean/p247_139.npy,spectrograms/noisy/p247_139.npy
spectrograms/clean/p341_055.npy,spectrograms/noisy/p341_055.npy
spectrograms/clean/p277_121.npy,spectrograms/noisy/p277_121.npy
spectrograms/clean/p254_170.npy,spectrograms/noisy/p254_170.npy
spectrograms/clean/p336_077.npy,spectrograms/noisy/p336_077.npy
spectrograms/clean/p276_268.npy,spectrograms/noisy/p276_268.npy
spectrograms/clean/p243_369.npy,spectrograms/noisy/p243_369.npy
spectrograms/clean/p244_381.npy,spectrograms/noisy/p244_381.npy
spectrograms/clean/p336_046.npy,spectrograms/noisy/p336_046.npy
spectrograms/clean/p335_326.npy,spectrograms/noisy/p335_326.npy
spectrograms/clean/p360_356.npy,spectrograms/noisy/p360_356.npy
spectrograms/clean/p313_360.npy,spectrograms/noisy/p313_360.npy
spectrograms/clean/p341_094.npy,spectrograms/noisy/p341_094.npy
spectrograms/clean/p343_136.npy,spectrograms/noisy/p343_136.npy
spectrograms/clean/p249_100.npy,spectrograms/noisy/p249_100.npy
spectrograms/clean/p230_385.npy,spectrograms/noisy/p230_385.npy
spectrograms/clean/p275_254.npy,spectrograms/noisy/p275_254.npy
spectrograms/clean/p305_416.npy,spectrograms/noisy/p305_416.npy
spectrograms/clean/p251_067.npy,spectrograms/noisy/p251_067.npy
spectrograms/clean/p308_339.npy,spectrograms/noisy/p308_339.npy
spectrograms/clean/p281_398.npy,spectrograms/noisy/p281_398.npy
spectrograms/clean/p374_291.npy,spectrograms/noisy/p374_291.npy
spectrograms/clean/p339_412.npy,spectrograms/noisy/p339_412.npy
spectrograms/clean/p273_372.npy,spectrograms/noisy/p273_372.npy
spectrograms/clean/p234_352.npy,spectrograms/noisy/p234_352.npy
spectrograms/clean/p298_248.npy,spectrograms/noisy/p298_248.npy
spectrograms/clean/p271_230.npy,spectrograms/noisy/p271_230.npy
